HITId,Description,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.id,Input.index,Input.text,Input.Annotation,Answer.sentiment.label,Approve,Reject,userid,FOR_GOLD_HITS_ACCURACY_CALCULATION,Total number of GOLD HITS,FREQUENCY OF GOLD_HITS,annotation for GOLD HITS is anti-vaccine,annotation for GOLD HITS is pro-vaccine,annotation for GOLD HITS is neither,Frequency of neither,THE PERCENTAGE OF GOLD HITS THAT ARE ANSWERED CORRECTLY,0.488448845,index\label,anti-vaccine,pro-vaccine,neither,P_i,tweet,Final_Annotation
386T3MLZLNJMSBIRFSGZHR8YTNK08D,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",31Z0PCVWUL3MVQ7TTRH4CMAU4OD7TY,A14EEWC3KEF63G,Fri Apr 12 18:21:07 PDT 2019,Fri Apr 12 18:21:22 PDT 2019,15,1.12E+18,500,RT @Wallace_Noll: @DoctorChristian we're accustomed to grossly unethical doctors.  Regarding the hpv vaccine the whole thing not least of w…,,anti-vaccine,x,,,,,,,,,,,,,,,,,,
386T3MLZLNJMSBIRFSGZHR8YTNK08D,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",34MAJL3QP5BKDMRGCED6RXMMJNB43V,ARIBVG7WV64QM,Fri Apr 12 18:23:01 PDT 2019,Fri Apr 12 18:23:27 PDT 2019,26,1.12E+18,500,RT @Wallace_Noll: @DoctorChristian we're accustomed to grossly unethical doctors.  Regarding the hpv vaccine the whole thing not least of w…,,pro-vaccine,,x,ARIBVG7WV64QM,,,,,,,,,,,,,,,,
386T3MLZLNJMSBIRFSGZHR8YTNK08D,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3CTOC39K38ESHNBOHX30AGNL6MMJ75,A3W0C04EXOY12C,Fri Apr 12 18:22:42 PDT 2019,Fri Apr 12 18:22:51 PDT 2019,9,1.12E+18,500,RT @Wallace_Noll: @DoctorChristian we're accustomed to grossly unethical doctors.  Regarding the hpv vaccine the whole thing not least of w…,,anti-vaccine,x,,,,,,,,,,,,,,,,,,
3UV0D2KX1M7C6EAF67973MFXX3D4FE,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3DR23U6WE62745M3GZVAIW2BQBFETP,A3W0C04EXOY12C,Fri Apr 12 18:12:33 PDT 2019,Fri Apr 12 18:12:51 PDT 2019,18,1.12E+18,79,@SecAzar @SenRickScott WAITING. Can't get the new shingles vaccine the doc ordered. I still pay outrageous prices for regular meds that have been on the market for decades.  These 2 keep dragging their feet.  @GOP  @SenateGOP  @HouseGOP  @FreedomCaucus  @TheDemocrats  @SenateDems  @HouseDemocrats,,pro-vaccine,x,,,,,,,,,,,,,,,,,,
3UV0D2KX1M7C6EAF67973MFXX3D4FE,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3LOTDFNYA8NR20QT6FKRNYUA66DFWZ,A2Z2JYY5050FNL,Fri Apr 12 18:17:47 PDT 2019,Fri Apr 12 18:18:18 PDT 2019,31,1.12E+18,79,@SecAzar @SenRickScott WAITING. Can't get the new shingles vaccine the doc ordered. I still pay outrageous prices for regular meds that have been on the market for decades.  These 2 keep dragging their feet.  @GOP  @SenateGOP  @HouseGOP  @FreedomCaucus  @TheDemocrats  @SenateDems  @HouseDemocrats,,neither,x,,,,,,,,,,,,,,,,,,
3UV0D2KX1M7C6EAF67973MFXX3D4FE,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3YWRV122CTN5VHR131ZKVISRYMP8UC,A3HL3Q7QCBYZ2Y,Fri Apr 12 18:15:16 PDT 2019,Fri Apr 12 18:16:10 PDT 2019,54,1.12E+18,79,@SecAzar @SenRickScott WAITING. Can't get the new shingles vaccine the doc ordered. I still pay outrageous prices for regular meds that have been on the market for decades.  These 2 keep dragging their feet.  @GOP  @SenateGOP  @HouseGOP  @FreedomCaucus  @TheDemocrats  @SenateDems  @HouseDemocrats,,pro-vaccine,x,,,,,,,,,,,,,,,,,,
31ODACBENU3SZO2ZAOGJDOZHILOSQ2,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",37W3JXSD67WX2R7OB5CFCJ1QCH4WYE,ARIBVG7WV64QM,Fri Apr 12 18:24:07 PDT 2019,Fri Apr 12 18:24:20 PDT 2019,13,1.12E+18,295,Ottawa mesothelioma patient angry at anti-vaxxers  https://t.co/JSrGoQDtAZ https://t.co/OMbus3jfif,,anti-vaccine,,x,ARIBVG7WV64QM,,,,,,,,,,,,,,,,
31ODACBENU3SZO2ZAOGJDOZHILOSQ2,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3L70J4KAZHAXX39UE4T9H9UY2AWDAD,A1PV2ML7YCJM4K,Fri Apr 12 18:25:32 PDT 2019,Fri Apr 12 18:25:58 PDT 2019,26,1.12E+18,295,Ottawa mesothelioma patient angry at anti-vaxxers  https://t.co/JSrGoQDtAZ https://t.co/OMbus3jfif,,pro-vaccine,x,,,,,,,,,,,,,,,,,,
31ODACBENU3SZO2ZAOGJDOZHILOSQ2,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3WYGZ5XF3X39B51YNL1N6MJU8PYKSR,A1GZZGA7ZFUPMB,Fri Apr 12 18:17:55 PDT 2019,Fri Apr 12 18:18:15 PDT 2019,20,1.12E+18,295,Ottawa mesothelioma patient angry at anti-vaxxers  https://t.co/JSrGoQDtAZ https://t.co/OMbus3jfif,,anti-vaccine,,x,A1GZZGA7ZFUPMB,,,,,,,,,,,,,,,,
3A9LA2FRWS2NICPVL8ZC3IO86DUXHJ,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",37C0GNLMHGRWA1XRORCX14SC6R5D6M,A3W0C04EXOY12C,Fri Apr 12 18:21:22 PDT 2019,Fri Apr 12 18:21:29 PDT 2019,7,1.12E+18,473,@NHSImmuniseScot https://t.co/3Z2EJ7cdEm.  This vax is maiming and killing girls in US.,,pro-vaccine,,x,A3W0C04EXOY12C,,,,,,,,,,,,,,,,
3A9LA2FRWS2NICPVL8ZC3IO86DUXHJ,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3R3YRB5GRGRJE5KG0ZJYR9YMOAQAUJ,A1GZZGA7ZFUPMB,Fri Apr 12 18:21:54 PDT 2019,Fri Apr 12 18:22:11 PDT 2019,17,1.12E+18,473,@NHSImmuniseScot https://t.co/3Z2EJ7cdEm.  This vax is maiming and killing girls in US.,,pro-vaccine,,x,A1GZZGA7ZFUPMB,,,,,,,,,,,,,,,,
3A9LA2FRWS2NICPVL8ZC3IO86DUXHJ,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3WOKGM4L724S0N21CBAW3XUKX2QO0T,A3D4BKBC0RRBYQ,Fri Apr 12 18:22:31 PDT 2019,Fri Apr 12 18:23:09 PDT 2019,38,1.12E+18,473,@NHSImmuniseScot https://t.co/3Z2EJ7cdEm.  This vax is maiming and killing girls in US.,,pro-vaccine,x,,A3D4BKBC0RRBYQ,,,,,,,,,,,,,,,,
3UYRNV2KITNPD7AYGYIXS34B1GUN8A,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",30ZX6P7VF9JLVMEIBLM5EP6DV612J9,A3W0C04EXOY12C,Fri Apr 12 18:23:55 PDT 2019,Fri Apr 12 18:24:32 PDT 2019,37,1.12E+18,326,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",,pro-vaccine,x,,,,,,,,,,,,,,,,,,
3UYRNV2KITNPD7AYGYIXS34B1GUN8A,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3R0T90IZ1T0O22GJ08Q8TPNJF5WGCR,ARIBVG7WV64QM,Fri Apr 12 18:21:37 PDT 2019,Fri Apr 12 18:21:51 PDT 2019,14,1.12E+18,326,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",,pro-vaccine,x,,,,,,,,,,,,,,,,,,
3UYRNV2KITNPD7AYGYIXS34B1GUN8A,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3SKEMFQBZ4TRSLMP9NVIPVJTWVTK8T,A1Q8PPQQCWGY0D,Fri Apr 12 18:25:12 PDT 2019,Fri Apr 12 18:25:18 PDT 2019,6,1.12E+18,326,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",,neither,x,,,,,,,,,,,,,,,,,,
3M0556243S8YSMKLOCO32VLXOK8FNK,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3D3VGR7TA13RESTENQ9JZQXWB1V3RD,A1N1ULK71RHVMM,Fri Apr 12 18:22:44 PDT 2019,Fri Apr 12 18:23:13 PDT 2019,29,1.12E+18,152,RT @VaxResources: Group B Strep (GBS) is a leading cause of sepsis &amp; #meningitis in young infants worldwide. No licensed vaccine exists yet…,,pro-vaccine,x,,,,,,,,,,,,,,,,,,
3M0556243S8YSMKLOCO32VLXOK8FNK,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3IRIK4HM3B8M59RDOVHMHYAULRU6CG,ARIBVG7WV64QM,Fri Apr 12 18:23:47 PDT 2019,Fri Apr 12 18:24:03 PDT 2019,16,1.12E+18,152,RT @VaxResources: Group B Strep (GBS) is a leading cause of sepsis &amp; #meningitis in young infants worldwide. No licensed vaccine exists yet…,,anti-vaccine,x,,,,,,,,,,,,,,,,,,
3M0556243S8YSMKLOCO32VLXOK8FNK,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3LEIZ60CDKNMVL4LEG46C62HKAMZ9H,A3W0C04EXOY12C,Fri Apr 12 18:20:06 PDT 2019,Fri Apr 12 18:20:13 PDT 2019,7,1.12E+18,152,RT @VaxResources: Group B Strep (GBS) is a leading cause of sepsis &amp; #meningitis in young infants worldwide. No licensed vaccine exists yet…,,anti-vaccine,x,,,,,,,,,,,,,,,,,,
3G5RUKN2ECRPRCT8LQOBSZZMLMCN9Z,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3AAJC4I4FHGB1XHU0SVJ10GKGFZZJD,A3AGJSGD009WMM,Fri Apr 12 18:24:16 PDT 2019,Fri Apr 12 18:24:30 PDT 2019,14,1.12E+18,527,"Village Reach: Since 2000, #measles vaccination has prevented more than 10 million deaths in Africa - making the measles vaccine one of the best buys in public health. #TBT @WHOAFRO #AVW2019 @GaviCSO @CSOs4UHC",pro-vaccine,pro-vaccine,x,,,TRUE,,,FALSE,TRUE,FALSE,,,,,,,,,,
3G5RUKN2ECRPRCT8LQOBSZZMLMCN9Z,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3Q5ZZ9ZEVP3OA21M20RCN60BZ5X85V,A1Q8PPQQCWGY0D,Fri Apr 12 18:21:48 PDT 2019,Fri Apr 12 18:22:06 PDT 2019,18,1.12E+18,527,"Village Reach: Since 2000, #measles vaccination has prevented more than 10 million deaths in Africa - making the measles vaccine one of the best buys in public health. #TBT @WHOAFRO #AVW2019 @GaviCSO @CSOs4UHC",pro-vaccine,pro-vaccine,x,,,TRUE,,,FALSE,TRUE,FALSE,,,,,,,,,,
3G5RUKN2ECRPRCT8LQOBSZZMLMCN9Z,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3SLE99ER0O15JEJIC0I23CX78AQZBS,A1GZZGA7ZFUPMB,Fri Apr 12 18:24:06 PDT 2019,Fri Apr 12 18:24:21 PDT 2019,15,1.12E+18,527,"Village Reach: Since 2000, #measles vaccination has prevented more than 10 million deaths in Africa - making the measles vaccine one of the best buys in public health. #TBT @WHOAFRO #AVW2019 @GaviCSO @CSOs4UHC",pro-vaccine,neither,,x,A1GZZGA7ZFUPMB,FALSE,,,FALSE,FALSE,TRUE,,,,,,,,,,
3VP28W7DUN8S9BY4R0ZXXIS6YYFZFK,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3IUZPWIU1PV2IMI77QBO3BMFE2TWKH,A14GWDUSY7R4NP,Fri Apr 12 18:15:43 PDT 2019,Fri Apr 12 18:15:53 PDT 2019,10,1.12E+18,586,Minnesota Establishes Autism Council - The Vaccine Reaction https://t.co/uCH75NSOR7,anti-vaccine,anti-vaccine,x,,,TRUE,,,TRUE,FALSE,FALSE,,,,,,,,,,
3VP28W7DUN8S9BY4R0ZXXIS6YYFZFK,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3K5TEWLKGWZYX2SEHDLG4TOOFP2IVI,A3LRE22F3AHPQ2,Fri Apr 12 18:13:58 PDT 2019,Fri Apr 12 18:14:07 PDT 2019,9,1.12E+18,586,Minnesota Establishes Autism Council - The Vaccine Reaction https://t.co/uCH75NSOR7,anti-vaccine,neither,x,,,FALSE,,,FALSE,FALSE,TRUE,,,,,,,,,,
3VP28W7DUN8S9BY4R0ZXXIS6YYFZFK,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3WQQ9FUS6BIQZIIV3AIPQS0391JB8Z,A3W0C04EXOY12C,Fri Apr 12 18:22:11 PDT 2019,Fri Apr 12 18:22:30 PDT 2019,19,1.12E+18,586,Minnesota Establishes Autism Council - The Vaccine Reaction https://t.co/uCH75NSOR7,anti-vaccine,anti-vaccine,x,,,TRUE,,,TRUE,FALSE,FALSE,,,,,,,,,,
3RSBJ6YZECEGA7KXPROGHKL2EUDFOZ,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",34X6J5FLPUM2N5G3DWC6A74GBCEJQ3,A3D4BKBC0RRBYQ,Fri Apr 12 18:23:10 PDT 2019,Fri Apr 12 18:23:20 PDT 2019,10,1.12E+18,323,Measles outbreak pits Orthodox media against anti-vaxxer movement https://t.co/4WB7XPsnJO via @cjr,,anti-vaccine,x,,A3D4BKBC0RRBYQ,,,,,,,,,,,,,,,,
3RSBJ6YZECEGA7KXPROGHKL2EUDFOZ,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3EFE17QCRDTI9F0QH0YQTU32G8WSHX,AGNJKSH5LFKXZ,Fri Apr 12 18:25:25 PDT 2019,Fri Apr 12 18:25:36 PDT 2019,11,1.12E+18,323,Measles outbreak pits Orthodox media against anti-vaxxer movement https://t.co/4WB7XPsnJO via @cjr,,neither,x,,AGNJKSH5LFKXZ,,,,,,,,,,,,,,,,
3RSBJ6YZECEGA7KXPROGHKL2EUDFOZ,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3HWRJOOET6Q6P59ORZQK8R6POS3ES2,A3W0C04EXOY12C,Fri Apr 12 18:20:32 PDT 2019,Fri Apr 12 18:20:42 PDT 2019,10,1.12E+18,323,Measles outbreak pits Orthodox media against anti-vaxxer movement https://t.co/4WB7XPsnJO via @cjr,,pro-vaccine,x,,,,,,,,,,,,,,,,,,
307FVKVSYR3ZRLV9OOBVFU2GZFU74D,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",35GMH2SV3F5RRDHVKI9BOMWOR3YEO3,A3W0C04EXOY12C,Fri Apr 12 18:12:24 PDT 2019,Fri Apr 12 18:12:38 PDT 2019,14,1.12E+18,556,"De Blasio's vaccination order is met with shrugs and defiance in Brooklyn, the center of the city's measles outbreak @hgoldman77 https://t.co/eQuSv5alRd via @bpolitics",pro-vaccine,pro-vaccine,x,,,TRUE,,,FALSE,TRUE,FALSE,,,,,,,,,,
307FVKVSYR3ZRLV9OOBVFU2GZFU74D,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3EWIJTFFVPV6OWPCIX70YL06T0LE0G,A34AQDMF5GVHVY,Fri Apr 12 18:26:19 PDT 2019,Fri Apr 12 18:26:52 PDT 2019,33,1.12E+18,556,"De Blasio's vaccination order is met with shrugs and defiance in Brooklyn, the center of the city's measles outbreak @hgoldman77 https://t.co/eQuSv5alRd via @bpolitics",pro-vaccine,neither,x,,,FALSE,,,FALSE,FALSE,TRUE,,,,,,,,,,
307FVKVSYR3ZRLV9OOBVFU2GZFU74D,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3PJ71Z61R5QP0PJD65VEKCI57VB19W,A1WGEJVGY3DI13,Fri Apr 12 18:22:58 PDT 2019,Fri Apr 12 18:23:10 PDT 2019,12,1.12E+18,556,"De Blasio's vaccination order is met with shrugs and defiance in Brooklyn, the center of the city's measles outbreak @hgoldman77 https://t.co/eQuSv5alRd via @bpolitics",pro-vaccine,neither,x,,,FALSE,,,FALSE,FALSE,TRUE,,,,,,,,,,
3BFNCI9LYKEE9PC5OA6C5PAALFY73S,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3F6KKYWMNCP4HM3JN8YE3FEY1HUDNW,A1GZZGA7ZFUPMB,Fri Apr 12 18:21:37 PDT 2019,Fri Apr 12 18:21:57 PDT 2019,20,1.12E+18,179,@NYCMayor Hopefully you will be run out of town on a rail by mothers of vaccine injured children https://t.co/Mf6eJekAXk,,neither,,x,A1GZZGA7ZFUPMB,,,,,,,,,,,,,,,,
3BFNCI9LYKEE9PC5OA6C5PAALFY73S,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3I33IC7ZWGQAUTBEHF9SLQ3U5J6A20,ARIBVG7WV64QM,Fri Apr 12 18:21:13 PDT 2019,Fri Apr 12 18:21:32 PDT 2019,19,1.12E+18,179,@NYCMayor Hopefully you will be run out of town on a rail by mothers of vaccine injured children https://t.co/Mf6eJekAXk,,pro-vaccine,,x,ARIBVG7WV64QM,,,,,,,,,,,,,,,,
3BFNCI9LYKEE9PC5OA6C5PAALFY73S,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3Z4GS9HPNWYZXSAMGOE37QICFRM77M,A2JBYGXAZAYBWY,Fri Apr 12 18:20:31 PDT 2019,Fri Apr 12 18:20:53 PDT 2019,22,1.12E+18,179,@NYCMayor Hopefully you will be run out of town on a rail by mothers of vaccine injured children https://t.co/Mf6eJekAXk,,anti-vaccine,x,,,,,,,,,,,,,,,,,,
3D06DR52257XEDID1VNBBFL6MELAM2,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",386PBUZZXGLRW80QLR4ATL5M16SLJH,A1GZZGA7ZFUPMB,Fri Apr 12 18:26:15 PDT 2019,Fri Apr 12 18:26:31 PDT 2019,16,1.12E+18,435,RT @forrestmaready: Looks like the vaccine hysteria continues to spiral out of control.  Expect more measles outbreaks in New York. The vac…,,pro-vaccine,x,,,,,,,,,,,,,,,,,,
3D06DR52257XEDID1VNBBFL6MELAM2,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3FDJT1UU75W8533NBPOFDB92U5RK5Q,ARIBVG7WV64QM,Fri Apr 12 18:21:29 PDT 2019,Fri Apr 12 18:21:48 PDT 2019,19,1.12E+18,435,RT @forrestmaready: Looks like the vaccine hysteria continues to spiral out of control.  Expect more measles outbreaks in New York. The vac…,,anti-vaccine,,x,ARIBVG7WV64QM,,,,,,,,,,,,,,,,
3D06DR52257XEDID1VNBBFL6MELAM2,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3HUTX6F6VVBZWX5FRYEAMLNZU0BO2E,A1PV2ML7YCJM4K,Fri Apr 12 18:26:45 PDT 2019,Fri Apr 12 18:27:08 PDT 2019,23,1.12E+18,435,RT @forrestmaready: Looks like the vaccine hysteria continues to spiral out of control.  Expect more measles outbreaks in New York. The vac…,,pro-vaccine,x,,,,,,,,,,,,,,,,,,
3RTFSSG7T8UAF83V2OIOTR38ESXWLW,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",30BUDKLTXEJ5J3BDF3DCFGWXA8V5ER,A3W0C04EXOY12C,Fri Apr 12 18:21:15 PDT 2019,Fri Apr 12 18:21:38 PDT 2019,23,1.12E+18,160,RT @DoctorChristian: For all the bullshit about #Gardasil and the #HPV vaccine that’s clogging up the Internet here is the truth: the jab h…,,anti-vaccine,,x,A3W0C04EXOY12C,,,,,,,,,,,,,,,,
3RTFSSG7T8UAF83V2OIOTR38ESXWLW,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",30ZX6P7VF9JLVMEIBLM5EP6DV602J8,A3D4BKBC0RRBYQ,Fri Apr 12 18:20:23 PDT 2019,Fri Apr 12 18:20:50 PDT 2019,27,1.12E+18,160,RT @DoctorChristian: For all the bullshit about #Gardasil and the #HPV vaccine that’s clogging up the Internet here is the truth: the jab h…,,pro-vaccine,x,,,,,,,,,,,,,,,,,,
3RTFSSG7T8UAF83V2OIOTR38ESXWLW,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3C6FJU71TRHKANIJG5XEUVGTR1TYUH,A1WGEJVGY3DI13,Fri Apr 12 18:23:20 PDT 2019,Fri Apr 12 18:23:39 PDT 2019,19,1.12E+18,160,RT @DoctorChristian: For all the bullshit about #Gardasil and the #HPV vaccine that’s clogging up the Internet here is the truth: the jab h…,,neither,x,,,,,,,,,,,,,,,,,,
3FO95NVK5COSBPHZN35JIE9ME7QSR3,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",358UUM7WR0R9FBU1P2C9C79CG3F7RK,A3W0C04EXOY12C,Fri Apr 12 18:17:22 PDT 2019,Fri Apr 12 18:17:37 PDT 2019,15,1.12E+18,432,"@nhims @nowthisnews Thank you, friend. I work with young adults with developmental disabilities and autism. Many of their parents believe that they are vaccine injured. I want the science that tells us what is causing this crazy rise in all of these chronic health issues. It is scary.",,anti-vaccine,x,,,,,,,,,,,,,,,,,,
3FO95NVK5COSBPHZN35JIE9ME7QSR3,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3OS4RQUCRA3ZEXSIBOOV0KHPW5VBFF,A2KDT0S0L81JGF,Fri Apr 12 18:18:09 PDT 2019,Fri Apr 12 18:18:21 PDT 2019,12,1.12E+18,432,"@nhims @nowthisnews Thank you, friend. I work with young adults with developmental disabilities and autism. Many of their parents believe that they are vaccine injured. I want the science that tells us what is causing this crazy rise in all of these chronic health issues. It is scary.",,pro-vaccine,x,,,,,,,,,,,,,,,,,,
